STATE_CODE,STATE_CODE_EXP,VWS_ID,SHRP_ID,YEAR,MEAN_ANN_TEMP_AVG,FREEZE_INDEX_YR,FREEZE_THAW_YR
5,Arkansas,053048,3048,1994,16.60000038,40,33
5,Arkansas,053048,3048,1995,16.60000038,34,52
5,Arkansas,053048,3048,1996,16.39999962,75,48
5,Arkansas,053048,3048,1997,16.20000076,40,30
5,Arkansas,053048,3048,1998,18.20000076,19,25
5,Arkansas,053048,3048,1999,17.5,12,40
5,Arkansas,053048,3048,2000,17,50,57
5,Arkansas,053048,3048,2001,16.89999962,32,43
5,Arkansas,053048,3048,2002,16.79999924,19,69
5,Arkansas,053048,3048,2003,16.60000038,26,56
5,Arkansas,053048,3048,2004,16.89999962,36,42
5,Arkansas,053048,3048,2005,17.70000076,19,36
5,Arkansas,053048,3048,2006,17.60000038,15,40
5,Arkansas,053048,3048,2007,17.5,10,48
5,Arkansas,053048,3048,2008,16.29999924,29,53
5,Arkansas,053048,3048,2009,16.39999962,12,47
5,Arkansas,053048,3048,2010,17,63,58
5,Arkansas,053048,3048,2011,17.10000038,59,33
5,Arkansas,053048,3048,2012,18,8,27
6,California,062647,2647,1948,14.30000019,0,42
6,California,062647,2647,1949,14.39999962,5,58
6,California,062647,2647,1950,16.39999962,2,20
6,California,062647,2647,1951,16,0,9
6,California,062647,2647,1952,16.29999924,0,10
6,California,062647,2647,1953,15.89999962,0,10
6,California,062647,2647,1954,15.69999981,0,7
6,California,062647,2647,1955,15.30000019,0,18
6,California,062647,2647,1956,15.69999981,0,30
6,California,062647,2647,1957,16.10000038,0,19
6,California,062647,2647,1958,17.20000076,0,3
6,California,062647,2647,1959,17.20000076,0,21
6,California,062647,2647,1960,16.5,0,22
6,California,062647,2647,1961,16.10000038,2,21
6,California,062647,2647,1962,15.80000019,0,23
6,California,062647,2647,1963,15.60000038,0,23
6,California,062647,2647,1964,15.69999981,0,19
6,California,062647,2647,1965,15.39999962,1,15
6,California,062647,2647,1966,16.10000038,0,26
6,California,062647,2647,1967,16,0,23
6,California,062647,2647,1968,16.20000076,1,12
6,California,062647,2647,1969,16.39999962,0,8
6,California,062647,2647,1970,16.70000076,0,6
6,California,062647,2647,1971,15.69999981,0,17
6,California,062647,2647,1972,14.69999981,21,49
6,California,062647,2647,1973,15,0,17
6,California,062647,2647,1974,14.89999962,0,43
6,California,062647,2647,1975,14.10000038,0,53
6,California,062647,2647,1976,14.80000019,0,69
6,California,062647,2647,1977,15.39999962,0,37
6,California,062647,2647,1978,15.60000038,0,33
6,California,062647,2647,1979,15.60000038,0,34
6,California,062647,2647,1980,15.19999981,0,42
6,California,062647,2647,1981,16,0,19
6,California,062647,2647,1982,14.30000019,0,55
6,California,062647,2647,1983,15.39999962,0,23
6,California,062647,2647,1984,15.69999981,0,31
6,California,062647,2647,1985,14.89999962,0,54
6,California,062647,2647,1986,16,0,19
6,California,062647,2647,1987,15.80000019,0,50
6,California,062647,2647,1988,16.10000038,0,37
6,California,062647,2647,1989,15.10000038,0,68
6,California,062647,2647,1990,15.30000019,12,84
6,California,062647,2647,1991,15.89999962,0,41
6,California,062647,2647,1992,16.70000076,0,34
6,California,062647,2647,1993,16,0,25
6,California,062647,2647,1994,15.80000019,0,26
6,California,062647,2647,1995,16.89999962,0,3
6,California,062647,2647,1996,17.20000076,0,4
6,California,062647,2647,1997,17,0,8
6,California,062647,2647,1998,15.60000038,3,17
6,California,062647,2647,1999,15.39999962,0,24
6,California,062647,2647,2000,16,0,10
6,California,062647,2647,2001,16.60000038,0,11
6,California,062647,2647,2002,16.29999924,0,26
6,California,062647,2647,2003,16.60000038,0,13
6,California,062647,2647,2004,16.20000076,0,17
6,California,062647,2647,2005,16.29999924,0,8
6,California,062647,2647,2006,16.29999924,0,16
6,California,062647,2647,2007,16.20000076,0,35
6,California,062647,2647,2008,16.39999962,0,18
6,California,062647,2647,2009,16.10000038,0,19
6,California,062647,2647,2010,15.5,0,9
6,California,062647,2647,2011,15.19999981,0,37
6,California,062647,2647,2012,16.20000076,0,22
6,California,062647,2647,2017,18.60000038,0,0
6,California,062647,2647,2018,17.89999962,0,2
6,California,062647,2647,2019,17.79999924,0,2
6,California,062647,2647,2020,18.20000076,0,1
6,California,062647,2647,2021,17.60000038,0,1
6,California,062647,2647,2022,17.70000076,0,5
6,California,061253,1253,1947,16.10000038,0,15
6,California,061253,1253,1948,15.19999981,0,10
6,California,061253,1253,1949,15.60000038,0,29
6,California,061253,1253,1950,16.60000038,0,13
6,California,061253,1253,1951,15.80000019,0,4
6,California,061253,1253,1952,16.10000038,0,7
6,California,061253,1253,1953,16.29999924,0,1
6,California,061253,1253,1954,15.80000019,0,3
6,California,061253,1253,1955,15.89999962,0,8
6,California,061253,1253,1956,16,0,12
6,California,061253,1253,1957,16.29999924,0,9
6,California,061253,1253,1958,17.20000076,0,2
6,California,061253,1253,1959,17.20000076,0,2
6,California,061253,1253,1960,16.60000038,0,7
6,California,061253,1253,1961,16.20000076,1,10
6,California,061253,1253,1962,16,0,16
6,California,061253,1253,1963,15.60000038,0,15
6,California,061253,1253,1964,16.10000038,0,1
6,California,061253,1253,1965,16.39999962,0,6
6,California,061253,1253,1966,17.60000038,0,0
6,California,061253,1253,1967,16.70000076,0,7
6,California,061253,1253,1968,16.5,0,4
6,California,061253,1253,1969,17,0,0
6,California,061253,1253,1970,16.20000076,0,10
6,California,061253,1253,1971,15.19999981,0,32
6,California,061253,1253,1972,15.39999962,14,35
6,California,061253,1253,1973,15.69999981,0,15
6,California,061253,1253,1974,15.60000038,0,15
6,California,061253,1253,1975,14.80000019,0,20
6,California,061253,1253,1976,15.69999981,0,12
6,California,061253,1253,1977,15.89999962,0,21
6,California,061253,1253,1978,15.69999981,0,18
6,California,061253,1253,1979,15.69999981,0,12
6,California,061253,1253,1980,15.89999962,0,5
6,California,061253,1253,1981,16.5,0,0
6,California,061253,1253,1982,15,0,16
6,California,061253,1253,1983,15.5,0,6
6,California,061253,1253,1984,16.10000038,0,13
6,California,061253,1253,1985,15.5,0,42
6,California,061253,1253,1986,16.39999962,0,0
6,California,061253,1253,1987,16.39999962,0,21
6,California,061253,1253,1988,16.60000038,1,13
6,California,061253,1253,1989,15.80000019,0,23
6,California,061253,1253,1990,16.10000038,11,37
6,California,061253,1253,1991,16.20000076,0,16
6,California,061253,1253,1992,17,0,11
6,California,061253,1253,1993,15.89999962,0,19
6,California,061253,1253,1994,15.89999962,0,11
6,California,061253,1253,1995,16.39999962,0,5
6,California,061253,1253,1996,16.79999924,0,3
6,California,061253,1253,1997,16.89999962,0,11
6,California,061253,1253,1998,15.39999962,1,11
6,California,061253,1253,1999,15.80000019,0,13
6,California,061253,1253,2000,16.10000038,0,5
6,California,061253,1253,2001,16.79999924,0,11
6,California,061253,1253,2002,16.5,0,15
6,California,061253,1253,2003,16.60000038,0,6
6,California,061253,1253,2004,16.79999924,0,3
6,California,061253,1253,2005,16.70000076,0,1
6,California,061253,1253,2006,16.70000076,0,6
6,California,061253,1253,2007,17.60000038,0,7
6,California,061253,1253,2008,16.70000076,0,4
6,California,061253,1253,2009,16.5,0,7
6,California,061253,1253,2010,15.60000038,0,7
6,California,061253,1253,2011,15.5,0,13
6,California,061253,1253,2012,16.60000038,0,3
6,California,062004,2004,1976,17.29999924,0,25
6,California,062004,2004,1977,17.79999924,0,8
6,California,062004,2004,1978,17.5,0,7
6,California,062004,2004,1979,17.10000038,0,15
6,California,062004,2004,1980,18,0,0
6,California,062004,2004,1981,18.60000038,0,3
6,California,062004,2004,1982,16.89999962,0,12
6,California,062004,2004,1983,17.89999962,0,6
6,California,062004,2004,1984,18.70000076,0,5
6,California,062004,2004,1985,17.5,0,9
6,California,062004,2004,1986,18.10000038,0,1
6,California,062004,2004,1987,17.5,0,16
6,California,062004,2004,1988,17.70000076,0,9
6,California,062004,2004,1989,18,0,9
6,California,062004,2004,1990,18.10000038,0,16
6,California,062004,2004,1991,17.89999962,0,4
6,California,062004,2004,1992,18.39999962,0,7
6,California,062004,2004,1993,17.89999962,0,2
6,California,062004,2004,1994,18.20000076,0,8
6,California,062004,2004,1995,18.70000076,0,2
6,California,062004,2004,1996,18.70000076,0,6
6,California,062004,2004,1997,18.60000038,0,4
6,California,062004,2004,1998,17.20000076,0,11
6,California,062004,2004,1999,18,0,5
6,California,062004,2004,2000,18.60000038,0,6
6,California,062004,2004,2001,17.70000076,0,9
6,California,062004,2004,2002,17.60000038,0,11
6,California,062004,2004,2003,18.10000038,0,4
6,California,062004,2004,2004,17.60000038,0,5
6,California,062004,2004,2005,18.10000038,0,0
6,California,062004,2004,2006,17.70000076,0,2
6,California,062004,2004,2007,17,0,9
6,California,062004,2004,2008,18.29999924,0,3
6,California,062004,2004,2009,18,0,1
6,California,062004,2004,2010,18,0,1
6,California,062004,2004,2011,18.10000038,0,3
6,California,062004,2004,2012,19.10000038,0,0
6,California,062004,2004,2017,19.5,0,0
6,California,062004,2004,2018,18.89999962,0,1
6,California,062004,2004,2019,17.5,0,1
6,California,062004,2004,2020,18.60000038,0,1
6,California,062004,2004,2021,18.29999924,0,0
6,California,062004,2004,2022,19.29999924,0,2
6,California,068151,8151,1967,22.89999962,0,1
6,California,068151,8151,1968,22.89999962,0,5
6,California,068151,8151,1969,23.29999924,0,1
6,California,068151,8151,1970,22.60000038,0,3
6,California,068151,8151,1971,22.10000038,0,9
6,California,068151,8151,1972,22.70000076,0,7
6,California,068151,8151,1973,22.20000076,0,4
6,California,068151,8151,1974,22.79999924,0,3
6,California,068151,8151,1975,21.89999962,0,4
6,California,068151,8151,1976,22.39999962,0,7
6,California,068151,8151,1977,23,0,0
6,California,068151,8151,1978,22.10000038,0,0
6,California,068151,8151,1979,22.20000076,0,5
6,California,068151,8151,1980,22.5,0,0
6,California,068151,8151,1981,23.5,0,0
6,California,068151,8151,1982,21.20000076,0,9
6,California,068151,8151,1983,22,0,4
6,California,068151,8151,1984,22.29999924,0,1
6,California,068151,8151,1985,22.20000076,0,8
6,California,068151,8151,1986,22.70000076,0,2
6,California,068151,8151,1987,22.10000038,0,12
6,California,068151,8151,1988,22.60000038,0,9
6,California,068151,8151,1989,23.10000038,0,12
6,California,068151,8151,1990,22.89999962,0,12
6,California,068151,8151,1991,22.70000076,0,0
6,California,068151,8151,1992,23.20000076,0,1
6,California,068151,8151,1993,22.5,0,1
6,California,068151,8151,1994,23.60000038,0,3
6,California,068151,8151,1995,24.10000038,0,0
6,California,068151,8151,1996,24.29999924,0,1
6,California,068151,8151,1997,23.29999924,0,1
6,California,068151,8151,1998,21.89999962,0,3
6,California,068151,8151,1999,22.70000076,0,1
6,California,068151,8151,2000,23.39999962,0,0
6,California,068151,8151,2001,23.29999924,0,4
6,California,068151,8151,2002,23.10000038,0,8
6,California,068151,8151,2003,23.5,0,3
6,California,068151,8151,2004,23,0,2
6,California,068151,8151,2005,23.39999962,0,0
6,California,068151,8151,2006,23.60000038,0,2
6,California,068151,8151,2007,23.70000076,0,9
6,California,068151,8151,2008,23,0,1
6,California,068151,8151,2009,23.10000038,0,3
6,California,068151,8151,2010,22.60000038,0,1
6,California,068151,8151,2011,21.79999924,0,13
6,California,068151,8151,2012,23.20000076,0,3
6,California,068201,8201,1971,18.29999924,0,7
6,California,068201,8201,1972,18.79999924,0,17
6,California,068201,8201,1973,19.29999924,0,3
6,California,068201,8201,1974,19.70000076,0,2
6,California,068201,8201,1975,18.79999924,0,6
6,California,068201,8201,1976,19.5,0,2
6,California,068201,8201,1977,19.70000076,0,1
6,California,068201,8201,1978,19.89999962,0,4
6,California,068201,8201,1979,20.39999962,0,1
6,California,068201,8201,1980,19.5,0,1
6,California,068201,8201,1981,20.5,0,1
6,California,068201,8201,1982,19.20000076,0,2
6,California,068201,8201,1983,19,0,7
6,California,068201,8201,1984,19.79999924,0,0
6,California,068201,8201,1985,18.60000038,0,8
6,California,068201,8201,1986,19.70000076,0,1
6,California,068201,8201,1987,19.60000038,0,9
6,California,068201,8201,1988,19.79999924,0,6
6,California,068201,8201,1989,19.60000038,0,18
6,California,068201,8201,1990,19.29999924,3,16
6,California,068201,8201,1991,18.70000076,0,9
6,California,068201,8201,1992,18.89999962,0,14
6,California,068201,8201,1993,18.5,0,9
6,California,068201,8201,1994,18.10000038,0,11
6,California,068201,8201,1995,18.70000076,0,1
6,California,068201,8201,1996,18.60000038,0,2
6,California,068201,8201,1997,18.29999924,0,12
6,California,068201,8201,1998,17,2,14
6,California,068201,8201,1999,17.29999924,0,26
6,California,068201,8201,2000,18,0,22
6,California,068201,8201,2001,18.60000038,0,10
6,California,068201,8201,2002,18.29999924,0,19
6,California,068201,8201,2003,18.70000076,0,8
6,California,068201,8201,2004,18.20000076,0,16
6,California,068201,8201,2005,18.20000076,0,1
6,California,068201,8201,2006,18.20000076,0,17
6,California,068201,8201,2007,18.20000076,0,29
6,California,068201,8201,2008,18.70000076,0,5
6,California,068201,8201,2009,19,0,5
6,California,068201,8201,2010,18.29999924,0,4
6,California,068201,8201,2011,17.5,0,18
6,California,068201,8201,2012,18.89999962,0,8
12,Florida,123996,3996,2006,22.10000038,0,1
12,Florida,123996,3996,2007,22.5,0,3
12,Florida,123996,3996,2008,21.79999924,0,5
12,Florida,123996,3996,2009,21.79999924,0,13
12,Florida,123996,3996,2010,21,0,22
12,Florida,123996,3996,2011,22.39999962,0,5
12,Florida,123996,3996,2012,22.70000076,0,5
12,Florida,124097,4097,2021,20.10000038,0,10
12,Florida,124097,4097,2022,20,7,28
12,Florida,124099,4099,1974,23,0,2
12,Florida,124099,4099,1975,23.5,0,1
12,Florida,124099,4099,1976,22.5,0,0
12,Florida,124099,4099,1977,22.39999962,0,3
12,Florida,124099,4099,1978,23.29999924,0,0
12,Florida,124099,4099,1979,24.10000038,0,0
12,Florida,124099,4099,1980,23.70000076,0,0
12,Florida,124099,4099,1981,23.79999924,0,3
12,Florida,124099,4099,1982,24.29999924,0,1
12,Florida,124099,4099,1983,22.70000076,0,1
12,Florida,124099,4099,1984,23.39999962,0,0
12,Florida,124099,4099,1985,24.20000076,0,2
12,Florida,124099,4099,1986,24.29999924,0,1
12,Florida,124099,4099,1987,23.70000076,0,0
12,Florida,124099,4099,1988,23.79999924,0,0
12,Florida,124099,4099,1989,24.10000038,0,2
12,Florida,124099,4099,1990,25.10000038,0,0
12,Florida,124099,4099,1991,24.79999924,0,0
12,Florida,124099,4099,1992,24,0,0
12,Florida,124099,4099,1993,24.10000038,0,0
12,Florida,124099,4099,1994,24.89999962,0,0
12,Florida,124099,4099,1995,24,0,0
12,Florida,124099,4099,1996,23.10000038,0,3
12,Florida,124099,4099,1997,23.79999924,0,1
12,Florida,124099,4099,1998,24.5,0,0
12,Florida,124099,4099,1999,23.60000038,0,0
12,Florida,124099,4099,2000,23.39999962,0,0
12,Florida,124099,4099,2001,23.70000076,0,2
12,Florida,124099,4099,2002,24,0,0
12,Florida,124099,4099,2003,24,0,0
12,Florida,124099,4099,2004,23.70000076,0,0
12,Florida,124099,4099,2005,23.70000076,0,0
12,Florida,124099,4099,2006,24.10000038,0,0
12,Florida,124099,4099,2007,24.5,0,0
12,Florida,124099,4099,2008,24.20000076,0,0
12,Florida,124099,4099,2009,24.20000076,0,0
12,Florida,124099,4099,2010,23,0,1
12,Florida,124099,4099,2011,23.60000038,0,0
12,Florida,124099,4099,2012,23.5,0,2
12,Florida,124108,4108,2010,18,6,59
12,Florida,124108,4108,2011,18.60000038,0,28
12,Florida,124108,4108,2012,19.29999924,0,21
12,Florida,124108,4108,2017,19.70000076,0,13
12,Florida,124108,4108,2018,19.70000076,5,27
12,Florida,124108,4108,2019,19.70000076,0,23
12,Florida,124108,4108,2020,20.20000076,0,18
12,Florida,124108,4108,2021,19.5,0,16
12,Florida,124108,4108,2022,19.60000038,2,28
12,Florida,124103,4103,1975,24.5,0,0
12,Florida,124103,4103,1976,23.5,0,0
12,Florida,124103,4103,1977,23.39999962,0,2
12,Florida,124103,4103,1978,23.89999962,0,0
12,Florida,124103,4103,1979,24.29999924,0,0
12,Florida,124103,4103,1980,24.29999924,0,0
12,Florida,124103,4103,1981,24.10000038,0,0
12,Florida,124103,4103,1982,25.20000076,0,0
12,Florida,124103,4103,1983,24.20000076,0,0
12,Florida,124103,4103,1984,24.20000076,0,0
12,Florida,124103,4103,1985,24.20000076,0,1
12,Florida,124103,4103,1986,24.70000076,0,0
12,Florida,124103,4103,1987,24.70000076,0,0
12,Florida,124103,4103,1988,24.60000038,0,0
12,Florida,124103,4103,1989,25.10000038,0,2
12,Florida,124103,4103,1990,25.60000038,0,0
12,Florida,124103,4103,1991,25.39999962,0,0
12,Florida,124103,4103,1992,24.79999924,0,0
12,Florida,124103,4103,1993,25,0,0
12,Florida,124103,4103,1994,25.5,0,0
12,Florida,124103,4103,1995,25,0,0
12,Florida,124103,4103,1996,24.70000076,0,0
12,Florida,124103,4103,1997,25.60000038,0,0
12,Florida,124103,4103,1998,25.89999962,0,0
12,Florida,124103,4103,1999,25,0,0
12,Florida,124103,4103,2000,24.70000076,0,0
12,Florida,124103,4103,2001,24.70000076,0,0
12,Florida,124103,4103,2002,25.10000038,0,0
12,Florida,124103,4103,2003,24.89999962,0,0
12,Florida,124103,4103,2004,24.5,0,0
12,Florida,124103,4103,2005,24.39999962,0,0
12,Florida,124103,4103,2006,24.60000038,0,0
12,Florida,124103,4103,2007,25.10000038,0,0
12,Florida,124103,4103,2008,25,0,0
12,Florida,124103,4103,2009,25.29999924,0,0
12,Florida,124103,4103,2010,24.10000038,0,0
12,Florida,124103,4103,2011,25.10000038,0,0
12,Florida,124103,4103,2012,24.70000076,0,0
12,Florida,124105,4105,1974,20.70000076,0,6
12,Florida,124105,4105,1975,20.70000076,0,10
12,Florida,124105,4105,1976,19.20000076,0,17
12,Florida,124105,4105,1977,19.70000076,4,28
12,Florida,124105,4105,1978,19.70000076,0,15
12,Florida,124105,4105,1979,19.89999962,1,15
12,Florida,124105,4105,1980,20.29999924,0,12
12,Florida,124105,4105,1981,19.79999924,0,23
12,Florida,124105,4105,1982,21.10000038,2,6
12,Florida,124105,4105,1983,19.5,8,14
12,Florida,124105,4105,1984,20.10000038,0,10
12,Florida,124105,4105,1985,20.79999924,6,21
12,Florida,124105,4105,1986,21.10000038,1,6
12,Florida,124105,4105,1987,20.10000038,0,10
12,Florida,124105,4105,1988,19.79999924,0,13
12,Florida,124105,4105,1989,20.89999962,4,13
12,Florida,124105,4105,1990,21.79999924,0,2
12,Florida,124105,4105,1991,21.39999962,0,3
12,Florida,124105,4105,1992,20.5,0,5
12,Florida,124105,4105,1993,20.29999924,0,5
12,Florida,124105,4105,1994,20.89999962,0,7
